frame,time_s,left_hip_pitch_joint,right_hip_pitch_joint,waist_yaw_joint,left_hip_roll_joint,right_hip_roll_joint,waist_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,waist_pitch_joint,left_knee_joint,right_knee_joint,left_shoulder_pitch_joint,right_shoulder_pitch_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,left_shoulder_roll_joint,right_shoulder_roll_joint,left_ankle_roll_joint,right_ankle_roll_joint,left_shoulder_yaw_joint,right_shoulder_yaw_joint,left_elbow_joint,right_elbow_joint,left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
281,4.620000,7.800308,-11.275663,1.732479,22.003447,-2.539344,8.434781,-14.458993,1.129475,2.879709,-13.564979,-4.284074,0.617754,-0.315988,3.116682,-0.385672,2.786602,-1.670412,6.476594,-0.033648,0.596717,-0.193077,-0.676215,-0.496494,0.005825,-0.101672,-0.108253,-0.053686,0.130751,-0.144931
282,4.640000,5.727618,-8.734537,1.288513,20.142738,0.299620,7.081279,-13.268896,-0.164134,1.847576,-15.060455,-1.545172,-0.458802,-0.618022,0.972435,-0.261474,1.830840,-1.773970,7.253336,0.009915,0.372457,-0.232369,-0.980287,-0.565282,0.020857,-0.000556,-0.198801,-0.115592,0.168987,-0.137087
283,4.660000,0.381595,-4.269727,0.871311,18.479162,2.281580,5.838353,-10.090321,-1.108959,1.962741,-16.526793,0.932220,-1.122462,-1.368216,-0.194913,-0.206218,0.744284,-1.958386,7.372680,0.031852,0.169312,-0.400410,-1.051814,-0.954024,0.022405,0.024125,-0.241655,-0.262006,0.052178,-0.096888
284,4.680000,-5.621446,0.221524,1.450982,17.883755,3.274555,4.965582,-8.027195,-1.614241,2.536636,-18.957634,2.560399,-1.569378,-2.208109,0.169292,-0.194168,-0.046072,-2.737827,7.232437,0.003561,-0.029050,-0.600301,-1.170393,-1.375036,-0.008284,-0.033112,-0.287214,-0.375973,-0.013922,-0.105429
285,4.700000,-10.570457,3.660179,1.591360,18.847525,3.482600,4.527535,-6.395726,-1.679440,3.043915,-21.346771,3.707865,-2.053480,-2.767204,1.835804,-0.164712,-0.329160,-3.656074,7.110383,-0.037900,-0.125688,-0.795580,-1.398024,-1.737585,-0.025246,-0.056859,-0.363550,-0.491960,-0.009777,-0.152523
286,4.720000,-15.146971,6.594849,1.694165,20.038658,3.967412,4.109175,-4.926747,-1.966436,3.746606,-22.890089,5.120651,-2.520069,-3.067449,4.345514,-0.096928,-0.096826,-4.235825,7.169983,-0.039816,-0.094723,-0.920468,-1.635956,-1.946509,-0.011734,-0.027655,-0.439679,-0.531609,0.006868,-0.189223
287,4.740000,-19.105587,9.542150,2.350818,20.326788,4.655314,3.674541,-3.908916,-2.305119,4.387353,-22.867229,6.646030,-2.282446,-3.087928,7.425479,-0.041280,0.315549,-4.485857,6.916028,-0.022811,-0.022195,-0.974677,-1.604237,-1.922685,0.000600,0.022463,-0.410637,-0.473156,0.002599,-0.198781
288,4.760000,-20.677330,11.401348,2.806848,20.962591,4.592334,3.555691,-3.551042,-2.193477,4.605766,-21.029812,8.109294,-1.221462,-2.369622,10.867778,0.036498,0.724577,-4.420146,6.497612,-0.013912,0.061682,-0.958946,-1.223317,-1.581166,0.003259,0.050284,-0.285151,-0.356397,-0.003394,-0.176282
289,4.780000,-19.661671,10.864332,2.829768,21.444361,3.701580,3.612145,-3.374599,-1.647354,4.907444,-17.616024,8.041191,0.075554,-1.198042,14.179491,0.047545,0.820156,-3.987040,5.648124,-0.012057,0.082080,-0.863808,-0.686463,-1.062334,0.010009,0.041353,-0.145029,-0.216633,-0.014108,-0.143525
290,4.800000,-16.137114,7.610343,2.491533,21.169127,2.561697,3.667156,-3.536473,-1.042951,5.565907,-12.946063,6.746692,1.437803,0.264616,16.404392,0.009422,0.592562,-3.155006,4.065104,0.000368,0.052671,-0.669776,-0.076243,-0.375113,0.001962,0.036129,-0.001980,-0.040771,-0.031165,-0.094810
291,4.820000,-9.964799,2.106913,1.576169,20.174337,0.753173,3.882402,-3.871992,-0.161690,6.016956,-7.589202,4.694144,2.538458,1.859790,16.897953,-0.050644,0.306781,-1.889319,1.532859,0.025557,-0.005385,-0.361904,0.498478,0.318825,-0.014480,0.037285,0.135022,0.152671,-0.054835,-0.036243
292,4.840000,-2.306212,-2.859433,3.347137,15.642212,-5.596219,1.298861,-3.460841,0.169062,5.109284,-0.492243,-9.025248,4.574951,2.492343,16.777346,-6.239313,0.760969,-0.145299,-1.549598,3.142816,0.094087,0.109207,1.137215,0.550869,-0.020680,0.056635,0.297730,0.196269,-0.065958,0.104060
293,4.860000,0.360225,-2.533212,3.176175,4.448434,-13.738471,-3.201082,-0.460054,6.762882,4.005122,5.992815,-25.080568,5.999530,2.051688,20.177221,-16.467066,2.547241,1.248363,-4.525002,1.842009,0.446837,0.372304,1.476762,-0.112098,0.014696,-0.023530,0.406173,-0.012562,0.093327,0.235955
294,4.880000,0.935215,-1.839481,1.065226,-0.327950,-16.508425,-5.639788,0.419014,9.041071,2.649839,4.606960,-30.659504,4.320323,2.590479,20.291433,-12.319787,3.683443,0.639936,-4.657229,-1.674660,0.700190,0.164087,0.677457,-0.451680,0.019001,0.025897,0.204735,-0.213061,0.162433,0.087820
295,4.900000,2.737499,-0.726972,0.453217,1.216858,-19.641691,-3.602144,0.631467,11.279597,0.477404,4.896077,-25.753298,3.057998,3.989687,15.301729,-12.446368,4.228890,-0.796338,-3.267731,-3.399203,1.078802,0.066441,0.260466,0.226657,-0.127166,-0.029917,0.002203,-0.123983,0.114798,-0.080800
296,4.920000,4.063010,-1.249560,-0.377254,3.354675,-20.976000,-3.273806,0.047268,12.800345,-0.351846,4.833885,-22.929173,2.076996,4.006783,8.559193,-11.911391,3.939759,-1.357456,-1.462029,-4.419837,1.073563,-0.177517,-0.058567,0.672899,-0.004753,-0.032141,-0.059895,0.072911,0.142988,-0.090331
297,4.940000,-0.710354,-0.393740,-1.134832,4.372169,-24.262524,-3.953360,-1.642058,15.473648,2.470308,-0.673895,-18.387136,1.710166,3.052295,-0.551647,-8.158249,3.290911,-0.678289,0.311682,-5.623240,0.893285,-0.018753,0.171531,0.875403,0.055014,-0.046210,0.086636,0.174300,0.048703,-0.008659
298,4.960000,-4.411442,3.338495,-2.414652,2.665709,-24.275219,-4.309710,-1.127123,15.046765,2.675924,-3.339302,-13.537336,0.920427,3.021287,-0.486246,-4.308035,2.218941,-0.708310,0.204017,-6.508906,0.459999,-0.252311,0.249676,0.707342,0.157305,0.146403,0.161898,0.135180,0.017439,0.047447
299,4.980000,-8.730766,8.169886,-2.138460,0.516049,-21.329674,-5.089508,-0.241551,13.018661,1.801177,-5.563781,-8.990621,-0.005275,2.215190,-0.172583,-0.027623,0.952459,-0.931988,-0.010484,-7.222628,0.135724,-0.433408,-0.248153,0.173071,0.145259,0.153522,0.041723,0.000010,0.036985,0.037787
300,5.000000,-10.111313,10.050035,-1.884076,-0.268977,-19.162289,-6.055466,-0.024630,12.154139,0.867651,-5.361239,-6.809052,-0.698366,1.349549,-0.155156,4.166674,0.438052,-0.965677,-0.100373,-7.576088,-0.009378,-0.374352,-0.786932,-0.254339,0.032802,0.069816,-0.173075,-0.086122,0.052242,-0.021796
301,5.020000,-8.963920,9.834394,-2.336814,-0.761490,-19.067699,-6.580707,0.299070,12.592245,-0.063593,-2.903143,-6.444776,-1.271496,0.870771,-0.102037,6.521319,0.709571,-0.951661,-0.124003,-8.162756,0.006749,-0.219003,-1.063722,-0.488752,-0.040703,0.003125,-0.290390,-0.124768,0.061086,-0.057257
302,5.040000,-6.318650,8.377517,-2.434791,-1.034742,-19.694853,-6.542736,0.402096,11.664343,-1.046429,-0.547004,-6.112713,-1.971324,0.885355,-0.071368,7.261012,1.394650,-0.937698,-0.101863,-8.224544,0.191863,-0.097485,-1.376154,-0.443640,-0.051316,-0.053599,-0.407389,-0.076660,0.073945,-0.105126
303,5.060000,-3.482448,5.312142,-2.595782,-0.975507,-20.705746,-6.118487,0.503392,10.543223,-1.296634,1.162166,-7.612128,-2.609152,0.694755,-0.091376,6.854423,1.778640,-0.890930,-0.081333,-8.181927,0.311777,-0.076309,-1.627288,-0.429141,-0.036278,-0.045652,-0.442604,-0.070080,0.107858,-0.104178
304,5.080000,-1.036824,1.513676,-2.913118,-0.909915,-20.663950,-5.924952,0.490225,9.682218,-0.758018,2.189519,-10.021166,-2.800656,0.369958,-0.155579,6.126760,1.785555,-0.900335,-0.065060,-8.069521,0.330598,-0.150223,-1.700861,-0.540464,-0.019212,-0.020526,-0.424593,-0.109549,0.116006,-0.096652
305,5.100000,0.341592,-1.674521,-2.663079,-1.760804,-20.406652,-6.188212,0.881736,8.436801,0.308882,2.969134,-12.568129,-2.485593,0.140824,-0.211076,5.767000,1.836496,-0.915950,-0.069033,-8.094407,0.342488,-0.205463,-1.516370,-0.722318,-0.025724,-0.011817,-0.368418,-0.160488,0.097734,-0.106987
306,5.120000,1.280342,-4.620794,-1.948309,-3.000477,-19.792871,-6.835223,1.451791,7.048289,1.644360,3.729877,-14.608935,-1.827870,-0.159987,-0.247808,6.185700,1.913031,-0.958582,-0.079508,-7.902966,0.341231,-0.216976,-1.239725,-0.905457,-0.028295,-0.020226,-0.317525,-0.203595,0.075046,-0.088010
307,5.140000,2.605788,-7.714713,-1.067655,-3.406080,-20.073387,-7.356031,1.538357,5.171083,2.782089,4.480306,-16.021042,-1.180464,-0.436671,-0.260216,7.651096,2.078524,-1.132188,-0.069376,-7.553534,0.309502,-0.230684,-1.027749,-1.044880,-0.015910,-0.032639,-0.267633,-0.229421,0.066791,-0.043914
308,5.160000,4.055195,-10.130124,-0.797501,-1.794987,-21.441648,-7.172806,0.780280,3.941530,3.312510,5.093092,-15.789204,-0.913467,-0.521978,-0.271943,9.776854,2.397224,-1.306510,-0.042790,-6.361866,0.336122,-0.245843,-0.898255,-1.088006,-0.003503,-0.062723,-0.218308,-0.240655,0.090721,-0.032378
309,5.180000,4.384805,-10.003787,-1.045847,-0.386894,-22.692038,-6.191757,0.237988,4.277619,3.200065,5.862874,-13.455488,-0.673859,0.077764,-0.268474,12.230475,2.491696,-1.539689,-0.035538,-4.953344,0.331774,-0.340488,-0.745334,-0.716602,0.017110,-0.066307,-0.195545,-0.179354,0.079025,-0.008566
310,5.200000,3.945267,-8.062102,-1.711900,1.391318,-22.585300,-5.040469,-0.405771,4.657561,2.543111,5.539869,-9.565376,-0.376421,1.245696,-0.248307,14.927352,2.321407,-1.708742,-0.035967,-2.955643,0.375420,-0.406558,-0.620763,-0.159270,0.031911,-0.050756,-0.175939,-0.049587,0.055974,-0.033864
311,5.220000,4.127744,-5.847017,-4.705013,11.043308,-15.123239,1.565020,-6.534656,2.407302,1.662720,-18.678207,0.844128,-0.817244,3.996423,-12.573883,18.957155,1.466541,-2.909236,-0.340470,-1.104733,0.185572,-0.677857,-0.881182,0.625904,0.065704,-0.014201,-0.194298,0.116604,0.009232,-0.072879
312,5.240000,9.923076,-7.605545,-5.467000,19.353493,-5.335435,8.733646,-12.265313,0.367704,1.270531,-26.295788,5.522802,0.827523,6.732440,-8.720675,19.705494,1.193181,-3.848509,0.449201,2.855878,0.183906,-0.711250,-0.926023,1.177514,0.036243,0.040653,-0.298634,0.162052,0.099730,-0.199308
313,5.260000,11.582680,-9.294687,-1.452329,21.412497,-4.174168,8.450158,-16.928846,0.324899,1.973307,-19.077986,1.530155,3.841738,6.268413,-5.262852,12.106620,1.205721,-3.209594,1.883363,2.274055,0.263406,-0.534184,0.111550,1.443242,0.034333,0.095610,-0.136609,0.359065,0.084771,-0.155513
314,5.280000,9.780962,-9.352497,3.065514,20.643648,-2.956805,8.330258,-18.830687,0.813824,2.512475,-14.509987,-2.875410,4.434838,2.742314,-0.686953,1.518481,-0.015553,-1.405742,2.611414,-0.093224,-0.020827,-0.180974,0.974842,0.740060,0.024723,0.172920,0.278517,0.356781,-0.036435,0.090370
315,5.300000,9.819365,-9.618837,5.529439,21.684795,-1.570078,9.723845,-20.873312,0.534246,2.425849,-14.404521,-3.455214,5.278021,0.863291,3.499721,-0.656753,-0.534085,0.415243,3.649806,-0.130483,0.006953,0.287865,1.317020,0.012450,-0.097780,0.038410,0.389490,0.157022,-0.091203,0.211533
316,5.320000,8.698676,-10.604401,3.544573,21.983442,-2.984050,9.823306,-16.827202,1.354224,3.198933,-13.322308,-5.622292,4.590947,0.055162,5.459116,-0.383197,0.819973,0.381931,3.418420,-0.084622,0.362720,0.304123,0.933139,-0.567030,-0.116900,-0.080988,0.241060,-0.134126,-0.004279,0.166518
317,5.340000,7.618913,-11.552579,1.219178,23.679916,-4.442764,9.366115,-13.810974,2.170212,3.929114,-13.162591,-6.435314,2.537143,0.226526,6.415259,-0.450002,2.504615,-1.187864,3.966872,-0.061785,0.665338,-0.072085,0.126174,-0.582436,-0.092977,-0.183563,0.067604,-0.163070,0.069744,-0.040114
318,5.360000,7.231967,-10.805619,1.864619,22.089170,-2.618071,8.514730,-14.146795,1.153427,2.967603,-13.411250,-4.184195,0.823852,-0.312464,5.047004,-0.377225,2.743199,-1.757727,5.180154,-0.025219,0.591741,-0.214931,-0.586417,-0.490104,0.009031,-0.107568,-0.070270,-0.049577,0.133548,-0.158820
319,5.380000,5.108117,-8.157726,1.043107,20.495897,0.206542,7.270360,-12.603236,-0.125426,1.854331,-14.792385,-1.366362,-0.473563,-0.471287,2.989878,-0.253110,1.810527,-1.737999,6.381955,0.012381,0.367774,-0.230976,-0.982719,-0.513287,0.028544,-0.011548,-0.194371,-0.104995,0.167792,-0.143853
320,5.400000,0.132527,-3.960931,0.506492,18.587643,2.140004,6.114467,-9.521342,-1.069295,1.939646,-15.791315,1.106877,-1.258523,-1.075052,2.028174,-0.189678,0.790867,-1.868726,6.899831,0.027802,0.189898,-0.375425,-1.110209,-0.858274,0.028170,0.021902,-0.266354,-0.238994,0.056620,-0.091463
321,5.420000,-5.907701,0.576681,1.234571,17.702873,3.112279,5.184780,-7.482488,-1.574092,2.525652,-18.085983,2.636043,-1.638170,-1.875302,2.022411,-0.177262,0.054184,-2.571412,6.917444,-0.001555,0.012803,-0.558447,-1.221600,-1.232956,-0.008097,-0.023013,-0.309778,-0.333767,-0.009413,-0.093301
322,5.440000,-10.851020,3.883570,1.525525,18.379515,3.422963,4.596154,-5.877290,-1.671729,3.144634,-20.441317,3.713215,-1.921287,-2.517726,3.176924,-0.150801,-0.261933,-3.458486,6.683571,-0.042829,-0.097953,-0.747409,-1.387390,-1.609673,-0.021747,-0.050074,-0.370984,-0.458709,-0.010397,-0.140065
323,5.460000,-15.156218,6.405475,1.666831,19.489149,3.862752,4.175289,-4.684436,-1.894274,4.007235,-21.943542,5.038657,-2.238198,-2.873922,5.449845,-0.095138,-0.128554,-4.086474,6.527893,-0.044398,-0.105929,-0.883576,-1.536657,-1.847076,-0.010775,-0.029948,-0.415217,-0.511921,0.003313,-0.181933
324,5.480000,-18.802792,9.021811,2.191038,20.089043,4.658414,3.693202,-3.645014,-2.297090,4.646213,-21.944347,6.466326,-2.000786,-2.909711,8.544061,-0.064692,0.220520,-4.412956,6.260334,-0.024157,-0.052518,-0.967602,-1.472366,-1.842955,-0.003778,0.017358,-0.370304,-0.458403,-0.000288,-0.190496
325,5.500000,-20.072132,10.703752,2.643332,20.787142,4.538501,3.566932,-3.324942,-2.166216,4.728734,-19.976423,7.894357,-1.039387,-2.225204,11.848172,0.001596,0.623844,-4.437613,5.887089,-0.012385,0.033545,-0.979174,-1.110795,-1.520633,-0.002847,0.046050,-0.246664,-0.338935,-0.007530,-0.174280
326,5.520000,-18.898846,10.188368,2.724397,21.203306,3.637809,3.689201,-3.278688,-1.621964,4.868774,-16.481945,7.847344,0.138017,-1.095781,14.940293,0.019901,0.754375,-4.068253,5.145087,-0.007528,0.067243,-0.893295,-0.630234,-1.015643,0.003214,0.040794,-0.124668,-0.199183,-0.018744,-0.144558
327,5.540000,-15.423042,7.108232,2.330830,20.883564,2.577282,3.814936,-3.343752,-1.065303,5.400740,-11.973157,6.651814,1.340850,0.316600,16.900347,0.004195,0.555183,-3.226357,3.717613,0.007207,0.044209,-0.688333,-0.100306,-0.337358,-0.002589,0.040361,-0.007035,-0.024748,-0.036187,-0.094637
328,5.560000,-9.271786,1.766989,1.447431,19.819040,0.598303,4.048189,-3.694013,-0.088246,5.704815,-6.787760,4.584656,2.352523,1.828640,17.004946,-0.048642,0.284818,-1.929611,1.227716,0.030328,-0.012037,-0.367405,0.422621,0.316759,-0.012018,0.039911,0.113594,0.158931,-0.060209,-0.036795
329,5.580000,-1.748482,-1.983863,2.929532,14.551655,-6.909924,0.137215,-3.416964,0.655881,4.518054,0.231597,-11.646967,4.563941,2.382125,16.961121,-9.544189,0.920159,-0.060951,-1.643057,5.150525,0.099956,0.135360,1.010938,0.441154,-0.018465,0.056378,0.269784,0.164381,-0.069438,0.108105
330,5.600000,0.432754,-2.504597,3.417076,3.651163,-14.657397,-2.583759,-0.229447,7.894561,3.615135,6.418961,-25.443262,5.881804,1.808271,19.975969,-15.844125,2.623693,1.192274,-4.403650,6.658585,0.477439,0.354115,1.442138,-0.222722,0.022121,-0.032457,0.385092,-0.049095,0.111861,0.231416
331,5.620000,0.709076,-1.103323,0.812892,-0.474098,-17.946198,-5.587555,0.390385,10.115200,2.167296,4.273865,-30.794319,4.023375,2.815826,19.288828,-12.564344,3.840847,0.579519,-4.461611,-1.603071,0.761864,0.157025,0.541312,-0.380497,0.013819,0.026335,0.166658,-0.209048,0.174251,0.065007
332,5.640000,2.790997,-0.376057,0.688488,1.532304,-20.444054,-3.834690,0.639604,11.932230,0.158577,5.329851,-25.711412,3.080359,3.921965,13.985353,-12.849834,4.291709,-0.757785,-2.938591,-2.991297,1.097170,0.074296,0.229017,0.209771,-0.115598,-0.044251,-0.031879,-0.125717,0.118362,-0.077013
333,5.660000,3.800430,-1.153839,-0.418153,3.741580,-21.755777,-3.621463,-0.061770,13.548765,-0.215887,4.597324,-22.550406,2.074986,3.834724,6.866399,-11.904017,3.948788,-1.279881,-1.030247,-3.944849,1.063548,-0.171291,-0.019010,0.658148,0.007633,-0.029668,-0.037105,0.076582,0.135170,-0.085098
334,5.680000,-1.017418,-0.084742,-1.168169,4.509257,-25.071548,-3.945517,-1.689751,15.997174,2.557787,-0.881420,-18.041155,1.764259,2.940118,-0.582688,-7.923539,3.218748,-0.594471,0.303619,-5.325571,0.854641,-0.012650,0.273147,0.838278,0.058706,-0.025086,0.136536,0.164727,0.033579,0.001100
335,5.700000,-4.530235,3.771484,-2.210217,2.596137,-24.273611,-4.407909,-1.108250,14.855038,2.358815,-3.527857,-13.349299,0.892579,2.816738,-0.332282,-4.236269,2.065343,-0.662768,0.175366,-5.972858,0.418607,-0.270388,0.245374,0.588086,0.167396,0.167313,0.165673,0.098062,0.023708,0.056340
336,5.720000,-8.683794,8.160966,-1.900990,0.360108,-21.071331,-5.167271,-0.250533,12.696499,1.626378,-5.632708,-8.954510,0.017731,1.964065,-0.174495,0.135975,0.859521,-0.929339,-0.016170,-6.538903,0.124042,-0.418014,-0.279907,0.047925,0.125621,0.146949,0.030304,-0.033892,0.039306,0.034731
337,5.740000,-9.523123,9.487150,-1.743438,-0.266041,-19.082628,-6.102807,0.004710,11.814904,0.799815,-4.974783,-7.064120,-0.610462,1.167355,-0.150197,4.051704,0.486408,-0.956890,-0.091181,-6.861750,-0.008415,-0.345682,-0.784552,-0.321728,0.016264,0.063004,-0.174675,-0.105333,0.058953,-0.025046
338,5.760000,-8.042528,8.856918,-2.192411,-0.638085,-19.520412,-6.536494,0.267168,12.265433,-0.040532,-2.412665,-6.947105,-1.186379,0.679814,-0.078055,6.279013,0.840717,-0.930382,-0.108512,-7.497490,0.023150,-0.189904,-1.022946,-0.543196,-0.046018,0.001049,-0.277955,-0.131888,0.060069,-0.052494
339,5.780000,-5.339268,7.301796,-2.287726,-1.040308,-20.263916,-6.432168,0.445534,11.270011,-1.016331,-0.180371,-6.808943,-1.930466,0.703642,-0.049208,6.975554,1.463447,-0.877969,-0.084156,-7.645175,0.208290,-0.083841,-1.337922,-0.493789,-0.051531,-0.054520,-0.392648,-0.084622,0.069040,-0.110171
340,5.800000,-2.827602,4.305845,-2.566502,-1.051535,-20.982601,-5.993356,0.548281,10.403917,-1.110935,1.317863,-8.376416,-2.613650,0.549585,-0.083395,6.628469,1.819151,-0.851398,-0.068392,-7.984967,0.335935,-0.083971,-1.619644,-0.475175,-0.038929,-0.043214,-0.434396,-0.081555,0.112279,-0.111927
341,5.820000,-0.696424,0.745003,-2.857053,-0.963986,-20.789518,-5.904022,0.500740,9.407973,-0.476475,2.127749,-10.605269,-2.844532,0.367590,-0.153486,6.024475,1.828772,-0.906004,-0.059587,-7.978902,0.353888,-0.162456,-1.717793,-0.537523,-0.017757,-0.018495,-0.433402,-0.106024,0.118658,-0.101839
342,5.840000,0.501761,-2.269464,-2.792271,-1.645751,-20.343143,-6.255354,0.792019,8.567371,0.641129,2.821197,-12.966585,-2.547294,0.287247,-0.210279,5.736539,1.862570,-0.968356,-0.066714,-7.948515,0.348296,-0.216915,-1.547189,-0.666336,-0.021625,-0.008085,-0.382673,-0.144825,0.099871,-0.105221
343,5.860000,1.332053,-5.089199,-2.138271,-2.834607,-19.848644,-6.911788,1.401962,7.084111,1.986641,3.555974,-14.978155,-1.931924,0.100713,-0.239705,6.203495,1.903728,-1.030397,-0.078899,-7.930204,0.337575,-0.226401,-1.272599,-0.805730,-0.027164,-0.017058,-0.328140,-0.177725,0.076836,-0.087280
344,5.880000,2.539776,-8.076355,-1.243232,-3.579629,-19.918844,-7.429121,1.661332,5.458590,3.174708,4.371950,-16.515985,-1.151563,-0.199525,-0.243690,7.620557,1.997192,-1.173716,-0.071233,-7.721797,0.292271,-0.238156,-1.011023,-0.935336,-0.017413,-0.026294,-0.264685,-0.203994,0.066798,-0.043265
345,5.900000,3.898614,-10.667220,-0.869081,-2.436151,-21.063915,-7.339354,1.072092,4.100388,3.899065,4.886769,-16.584484,-0.742208,-0.363674,-0.257171,9.650638,2.272826,-1.339395,-0.044905,-6.821664,0.310408,-0.256336,-0.846116,-1.011326,-0.004617,-0.058348,-0.202132,-0.213768,0.083088,-0.034538
346,5.920000,4.732614,-11.511486,-0.841486,-0.879607,-22.819212,-6.506581,0.443289,3.818000,3.955301,5.853438,-15.007059,-0.528542,-0.102831,-0.256299,12.054469,2.483099,-1.532320,-0.034216,-5.574463,0.344314,-0.323272,-0.706097,-0.826863,0.014390,-0.068832,-0.173902,-0.191939,0.081576,-0.020396
347,5.940000,4.327997,-9.890889,-1.392943,0.632218,-23.544018,-5.234683,-0.164076,4.389554,3.414526,5.800598,-11.554747,-0.256169,0.882348,-0.254488,14.574925,2.443151,-1.630569,-0.036946,-3.849924,0.376684,-0.376820,-0.586023,-0.339892,0.036638,-0.066315,-0.170391,-0.101871,0.056882,-0.017045
348,5.960000,3.777335,-7.008286,-3.518497,5.737876,-20.110756,-2.193210,-2.332074,3.437365,2.201012,-9.910894,-4.597574,-0.249269,2.720868,-7.704226,17.615120,2.018198,-2.102585,-2.033397,-1.137164,0.341996,-0.505432,-0.572244,0.322985,0.047245,-0.041518,-0.144998,0.063532,0.023212,-0.052000
349,5.980000,6.347898,-5.723958,-5.738523,15.868544,-9.674640,4.925023,-10.401198,0.963369,1.709244,-24.155684,5.794037,-0.401998,6.164059,-13.610913,21.163080,1.376125,-3.399910,-0.154325,1.303977,0.181859,-0.728932,-1.057345,1.190448,0.069775,0.025913,-0.254689,0.208289,0.042029,-0.124720
350,6.000000,12.010815,-8.381145,-3.242838,20.706684,-5.031297,8.618552,-15.161291,0.550731,1.095345,-21.012331,3.733812,3.293632,7.049632,-6.366650,17.424274,1.553749,-3.496242,2.520254,2.380296,0.329372,-0.539421,-0.214804,1.455622,0.025332,0.059760,-0.225632,0.247104,0.148272,-0.220425
351,6.020000,10.992503,-9.339059,1.183067,21.075829,-4.706075,7.924528,-17.983679,0.663901,2.032584,-15.205248,-1.582268,4.600634,4.220872,-2.940451,7.446795,0.564238,-2.081827,3.627650,0.466578,0.092034,-0.338282,0.814552,1.100317,0.032147,0.181324,0.173620,0.408350,0.001087,0.005185
352,6.040000,9.803901,-9.707029,4.270567,21.052912,-2.205720,8.856861,-19.864754,0.768223,2.372194,-14.197169,-3.813416,4.554098,1.439410,1.086460,-0.603911,-0.457523,-0.131309,4.433980,-0.179984,-0.071539,0.114952,1.190596,0.212677,-0.079263,0.100064,0.361414,0.238112,-0.098827,0.181016
353,6.060000,8.851550,-9.855724,4.471627,22.104677,-2.252346,9.728260,-18.805254,0.906542,2.861712,-14.016499,-4.556849,4.711488,0.466810,3.258956,-0.463074,0.005762,1.019103,4.868553,-0.098512,0.192579,0.442305,1.009978,-0.313416,-0.123941,-0.037114,0.288891,-0.004514,-0.043765,0.214030
354,6.080000,7.793832,-11.571308,1.391225,23.078424,-4.228058,9.399280,-14.112627,2.129164,4.090369,-13.015208,-6.871639,3.035344,0.453757,4.980267,-0.453327,1.875348,-0.303261,4.657187,-0.081030,0.589127,0.127313,0.295667,-0.550402,-0.097534,-0.147228,0.071825,-0.191578,0.053836,0.060882
355,6.100000,7.868866,-11.708115,1.474777,22.694693,-3.402028,8.764093,-14.040564,1.600403,3.471284,-12.808392,-5.397536,1.204710,-0.066973,4.724127,-0.444809,2.789598,-1.435894,5.512412,-0.042874,0.649797,-0.120309,-0.452656,-0.462054,-0.021696,-0.148989,-0.052164,-0.065030,0.113228,-0.117678
356,6.120000,7.838250,-10.618522,1.385711,20.596687,-0.476349,7.723237,-14.077572,0.156295,2.008326,-13.490643,-2.646740,-0.099642,-0.324899,2.659405,-0.325382,2.294488,-1.911367,6.665355,0.000110,0.466827,-0.243684,-0.921525,-0.431286,0.023391,-0.049563,-0.164733,-0.050797,0.169649,-0.151562
357,6.140000,3.469357,-6.572133,0.621528,18.640501,1.764678,6.461862,-10.911246,-0.858305,1.641097,-14.539899,-0.155322,-0.977750,-0.903553,1.366961,-0.241806,1.254473,-2.082748,6.959916,0.032631,0.269854,-0.400113,-1.051199,-0.728355,0.027071,0.025452,-0.228602,-0.184486,0.107539,-0.120414
358,6.160000,-2.828379,-1.555047,1.078325,17.582611,3.262746,5.378509,-8.280271,-1.641366,2.070542,-16.564697,1.990070,-1.491157,-1.768132,1.227278,-0.205833,0.307469,-2.422386,7.086762,0.024170,0.063740,-0.538743,-1.140107,-1.132916,0.002842,-0.002575,-0.265188,-0.299108,0.002333,-0.101974
359,6.180000,-8.223804,2.328398,1.454851,18.051235,3.447932,4.816430,-6.669036,-1.681330,2.593797,-19.229881,3.188063,-1.937344,-2.407917,2.150605,-0.188100,-0.253348,-3.172821,6.979101,-0.025548,-0.086339,-0.685215,-1.333088,-1.535002,-0.026012,-0.052016,-0.340329,-0.436194,-0.005787,-0.128609
360,6.200000,-12.592552,5.152971,1.533741,19.575247,3.450254,4.495822,-5.362960,-1.684153,3.160255,-21.119932,4.458013,-2.392940,-2.854338,4.128635,-0.126786,-0.229668,-3.826990,7.050789,-0.047173,-0.110668,-0.819580,-1.579706,-1.839102,-0.017644,-0.042655,-0.433658,-0.527268,0.002665,-0.166449
361,6.220000,-16.846836,7.944691,2.013260,20.418983,4.045435,4.026706,-4.274716,-2.051887,3.886721,-21.911444,5.886081,-2.520293,-3.174949,6.942397,-0.068981,0.111433,-4.215952,6.939020,-0.034130,-0.056305,-0.905144,-1.692103,-1.978265,0.000889,-0.002274,-0.455623,-0.523070,0.009393,-0.183645
