frame,time_s,left_hip_pitch_joint,right_hip_pitch_joint,waist_yaw_joint,left_hip_roll_joint,right_hip_roll_joint,waist_roll_joint,left_hip_yaw_joint,right_hip_yaw_joint,waist_pitch_joint,left_knee_joint,right_knee_joint,left_shoulder_pitch_joint,right_shoulder_pitch_joint,left_ankle_pitch_joint,right_ankle_pitch_joint,left_shoulder_roll_joint,right_shoulder_roll_joint,left_ankle_roll_joint,right_ankle_roll_joint,left_shoulder_yaw_joint,right_shoulder_yaw_joint,left_elbow_joint,right_elbow_joint,left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
575,10.500000,8.033109,-11.566311,1.227067,23.376240,-4.055555,9.274549,-13.771155,1.989880,3.692073,-12.664171,-6.331072,2.436113,0.377272,6.560163,-0.463321,2.663909,-1.421043,5.041232,-0.056141,0.669307,-0.140737,0.087940,-0.537525,-0.073039,-0.177047,0.071046,-0.147826,0.073487,-0.071161
576,10.520000,7.785164,-10.837244,1.931935,21.405067,-1.916164,8.247105,-14.185507,0.790082,2.565474,-12.709697,-3.785329,0.706496,-0.193997,4.944744,-0.364332,2.733991,-1.929311,6.233385,-0.019730,0.573311,-0.248077,-0.622453,-0.424684,0.022659,-0.088912,-0.088518,-0.031764,0.138213,-0.163850
577,10.540000,5.065878,-7.855609,0.771250,19.934549,0.633274,6.929293,-11.898970,-0.310800,1.681127,-14.026959,-1.092316,-0.594659,-0.370942,3.178906,-0.238828,1.700606,-1.845612,7.217409,0.014778,0.354862,-0.275203,-0.979357,-0.482644,0.030300,0.008773,-0.202477,-0.103869,0.155883,-0.141320
578,10.560000,-0.249353,-3.382322,0.381995,18.782267,2.310662,5.868309,-8.779781,-1.138587,1.865983,-15.310359,1.328613,-1.314212,-0.946718,2.633286,-0.191896,0.704268,-1.976622,7.383657,0.022968,0.179022,-0.420240,-1.109246,-0.820238,0.023448,0.022248,-0.265444,-0.229609,0.040433,-0.094238
579,10.580000,-6.209413,1.030145,1.214927,18.234591,3.039662,4.994590,-6.988838,-1.517221,2.499896,-17.697506,2.786855,-1.611830,-1.742814,2.932085,-0.176978,0.010144,-2.715050,7.241584,-0.009215,0.002122,-0.595553,-1.225731,-1.210957,-0.008122,-0.028059,-0.314070,-0.328457,-0.013540,-0.094881
580,10.600000,-11.259168,4.368636,1.757866,18.722809,3.405313,4.429951,-5.685736,-1.669975,3.193002,-20.065540,3.954020,-1.760448,-2.462418,4.040785,-0.141462,-0.221686,-3.516883,7.073430,-0.037997,-0.090845,-0.759177,-1.347742,-1.592232,-0.017174,-0.046359,-0.366885,-0.443561,-0.009672,-0.139363
581,10.620000,-15.919071,7.297863,2.200006,19.246134,4.163582,3.976074,-4.507511,-2.038831,4.024990,-21.598476,5.367288,-1.870409,-2.997393,6.172822,-0.086659,-0.058429,-4.104393,6.775577,-0.028846,-0.093457,-0.884480,-1.417792,-1.866271,-0.004451,-0.024701,-0.384648,-0.498270,0.004640,-0.184585
582,10.640000,-19.520651,9.953368,2.730113,19.546806,5.046242,3.555002,-3.423883,-2.424902,4.595271,-21.701746,6.865357,-1.527392,-3.105678,9.140717,-0.039889,0.286419,-4.416082,6.304187,-0.009608,-0.038133,-0.963239,-1.289377,-1.883410,0.000434,0.017256,-0.317355,-0.459920,0.001354,-0.203076
583,10.660000,-20.068539,11.158880,2.931420,20.558449,4.627570,3.628485,-3.398518,-2.146670,4.537937,-19.682384,8.234618,-0.685227,-2.244665,12.226493,0.029993,0.614502,-4.441369,5.852378,-0.004427,0.029271,-0.962255,-0.957331,-1.542544,-0.002642,0.040572,-0.203246,-0.360640,-0.002797,-0.181054
584,10.680000,-17.878391,9.588452,2.642698,21.052490,3.502485,3.721274,-3.373945,-1.515511,4.711740,-15.851503,7.675964,0.299023,-0.918850,15.053017,0.026131,0.638595,-3.977394,4.759747,-0.003783,0.038931,-0.860253,-0.538653,-0.945303,0.004235,0.036339,-0.102361,-0.192785,-0.024192,-0.139141
585,10.700000,-13.228237,5.508366,1.901104,20.581369,2.147876,3.985929,-3.663769,-0.791377,5.139657,-10.970629,6.180946,1.275925,0.685351,16.715912,0.008859,0.450633,-2.916176,3.055301,0.008891,0.020714,-0.612220,-0.091803,-0.207846,-0.006813,0.041727,-0.013414,0.015826,-0.046626,-0.086349
586,10.720000,-6.012414,-0.415095,1.579629,18.677086,-1.124582,4.100564,-4.225469,0.657388,5.150318,-4.652860,3.422962,2.675885,1.922581,16.401495,-0.132438,0.266509,-1.383611,-0.084417,0.023333,-0.014939,-0.228941,0.568633,0.379211,-0.014660,0.052644,0.143975,0.172570,-0.071092,0.006737
587,10.740000,-0.465618,-3.626723,3.851391,8.232056,-10.767041,-2.090882,-1.762809,4.444032,4.631518,4.023465,-20.644283,5.341249,1.673761,18.439220,-12.811781,1.679552,0.832965,-3.361342,5.616765,0.280809,0.337772,1.220473,0.086705,-0.013224,0.024051,0.310281,0.050123,-0.006300,0.182338
588,10.760000,1.086382,-1.971792,1.569874,0.101684,-16.053301,-5.869193,0.341543,8.239213,3.062290,6.244615,-30.548582,4.990058,2.025166,21.077364,-11.497753,3.227744,1.085048,-4.870873,-1.097661,0.519960,0.245049,0.929828,-0.498980,0.040603,0.000965,0.284718,-0.151263,0.153334,0.196506
589,10.780000,2.098686,-0.756547,0.337169,0.163803,-19.524897,-4.121270,0.648917,11.139051,1.042823,4.815392,-27.260075,3.538426,3.877516,17.496037,-11.122151,4.133690,-0.058243,-3.941823,-3.069276,0.940860,0.177260,0.447531,0.028851,-0.098813,0.002328,0.087965,-0.160399,0.132768,0.008632
590,10.800000,4.050894,-0.884230,-0.013148,2.420842,-19.569847,-3.133948,0.502813,11.898343,-0.479046,5.673520,-23.811371,2.490117,4.120629,12.306322,-11.048388,4.124078,-1.008708,-2.408026,-4.088398,1.106612,-0.075555,0.007630,0.467961,-0.049225,-0.023385,-0.070263,-0.008821,0.148968,-0.083218
591,10.820000,2.369601,-1.257862,-0.902575,3.908650,-21.167259,-3.828520,-0.466024,13.961645,0.858855,3.412326,-20.146875,1.890474,3.342912,3.271399,-8.854240,3.664392,-1.031336,-0.167164,-5.174520,0.976333,-0.105509,0.036188,0.735367,0.054402,-0.051306,0.007752,0.098491,0.103109,-0.061840
592,10.840000,-2.403584,1.563704,-2.080387,3.287848,-24.218992,-4.231913,-1.241939,15.087720,2.461436,-1.977901,-15.296237,1.295207,3.220250,-0.724907,-5.055396,2.902063,-0.623736,0.297174,-6.346094,0.708736,-0.097544,0.288730,0.934885,0.073734,0.057014,0.169454,0.194418,0.021447,0.025014
593,10.860000,-6.137786,5.753737,-2.476098,1.176341,-22.324343,-4.817879,-0.502146,13.688763,1.938443,-4.253907,-10.951818,0.489836,2.921439,-0.225379,-1.375248,1.584178,-0.829717,0.057838,-6.910557,0.280408,-0.369869,0.079474,0.527817,0.170348,0.165461,0.116470,0.082240,0.034340,0.051114
594,10.880000,-9.049004,8.567623,-1.775742,0.077586,-20.085291,-5.755021,-0.271585,11.980723,1.442246,-5.424571,-7.852329,-0.167051,1.947042,-0.145522,2.848336,0.632503,-0.980199,-0.079528,-7.310804,0.073472,-0.423784,-0.465472,0.010474,0.091687,0.104245,-0.060669,-0.026896,0.034991,0.013407
595,10.900000,-8.995701,8.792905,-1.711462,0.026331,-19.272741,-6.603238,-0.092226,11.645801,0.818474,-3.948402,-7.198905,-0.740981,1.091132,-0.123161,5.895176,0.361829,-0.863582,-0.111759,-7.744490,-0.053554,-0.269703,-0.838084,-0.343857,-0.014341,0.033362,-0.214634,-0.097684,0.053929,-0.039308
596,10.920000,-6.851375,7.424296,-2.131411,-0.436354,-19.912886,-6.679054,0.151573,11.622495,0.080597,-1.376577,-7.284069,-1.349837,0.740341,-0.075717,7.252730,0.817853,-0.817014,-0.106849,-8.145201,0.036369,-0.108652,-1.083446,-0.500232,-0.060138,-0.023127,-0.297809,-0.103317,0.057822,-0.079445
597,10.940000,-4.016345,5.024109,-2.118757,-0.684335,-21.102709,-6.311811,0.297052,10.460079,-0.497026,0.627264,-8.160206,-2.004291,0.680921,-0.074549,7.402038,1.527152,-0.812803,-0.079708,-8.177561,0.249372,-0.055855,-1.378617,-0.470445,-0.055706,-0.058654,-0.390699,-0.073424,0.081935,-0.113115
598,10.960000,-1.513220,1.525280,-2.510212,-0.774537,-21.533144,-5.940030,0.401781,9.627676,-0.248612,1.892307,-10.256365,-2.421194,0.439667,-0.121884,6.987826,1.857460,-0.951103,-0.063369,-8.173793,0.349803,-0.141771,-1.551284,-0.523568,-0.029816,-0.030093,-0.400462,-0.099599,0.113716,-0.104855
599,10.980000,0.198436,-1.755275,-2.650632,-1.448117,-21.103939,-5.957590,0.743805,8.685911,0.562382,2.776739,-12.504200,-2.418720,0.226133,-0.180775,6.668816,1.974935,-1.040097,-0.064493,-8.107181,0.367795,-0.225195,-1.502147,-0.654691,-0.016227,-0.014985,-0.364901,-0.142002,0.108209,-0.110888
600,11.000000,1.308579,-4.698413,-2.099099,-2.600242,-20.502445,-6.450034,1.289830,7.194418,1.662126,3.523442,-14.548385,-2.058155,-0.078191,-0.221182,6.953508,2.068992,-1.044856,-0.076994,-7.921658,0.379940,-0.232287,-1.325688,-0.840735,-0.019620,-0.019382,-0.332196,-0.187286,0.094105,-0.098734
601,11.020000,2.663243,-7.704162,-1.321267,-3.237046,-20.335796,-7.052298,1.490482,5.443173,2.669282,4.321943,-15.939406,-1.536026,-0.396365,-0.242833,8.239863,2.134425,-1.127048,-0.074289,-7.529186,0.341544,-0.230854,-1.161110,-1.010598,-0.008742,-0.031229,-0.298549,-0.221128,0.074834,-0.055056
602,11.040000,4.273608,-10.353905,-1.149610,-1.979848,-21.149166,-7.078956,0.839650,4.231915,3.196497,4.979507,-15.949519,-1.324883,-0.540143,-0.261961,10.140548,2.396842,-1.216636,-0.049857,-6.437687,0.352374,-0.227588,-1.072336,-1.096837,-0.000248,-0.059331,-0.259097,-0.239686,0.091838,-0.036340
603,11.060000,4.756724,-10.463218,-1.174796,-0.780585,-22.175432,-6.288337,0.382819,4.144510,3.092141,5.926939,-13.879086,-1.025308,-0.071701,-0.260993,12.467460,2.478149,-1.443702,-0.040761,-4.959774,0.329426,-0.315007,-0.899507,-0.787628,0.015852,-0.065207,-0.231878,-0.191769,0.083195,-0.006926
604,11.080000,4.100739,-8.410810,-1.648592,0.716548,-22.202299,-5.241769,-0.167632,4.570896,2.507821,5.692920,-10.099356,-0.601906,0.972054,-0.247131,15.075915,2.355919,-1.637120,-0.041210,-3.010833,0.363457,-0.383406,-0.722177,-0.272321,0.030608,-0.052386,-0.204639,-0.074826,0.058222,-0.018624
605,11.100000,3.655813,-5.761266,-4.707712,9.562099,-15.876124,0.176945,-5.408301,2.646425,1.504332,-16.904999,-0.298671,-0.904996,3.490032,-10.728213,18.974251,1.628853,-2.715250,-2.989672,-0.992351,0.214998,-0.645156,-0.875536,0.492753,0.058240,-0.025615,-0.198499,0.099838,0.010701,-0.060371
606,11.120000,8.920367,-6.856468,-6.014442,18.894018,-5.999510,7.480942,-11.146960,0.473596,1.095010,-26.312696,5.777568,0.343927,6.540011,-9.634606,20.589544,1.310766,-3.754525,0.801199,2.954906,0.196427,-0.725446,-1.020285,1.139875,0.043144,0.034612,-0.294129,0.158779,0.088224,-0.184157
607,11.140000,11.407550,-8.747354,-1.900393,21.025106,-4.911561,8.001717,-16.362282,0.550152,1.659413,-19.515139,1.988532,3.528519,6.449393,-5.555801,13.744165,1.286652,-3.311677,2.353520,2.535007,0.258151,-0.549898,-0.005545,1.431498,0.034123,0.081622,-0.180290,0.328781,0.099213,-0.184154
608,11.160000,9.793485,-9.016763,2.789721,20.695345,-3.785732,7.822761,-18.817980,0.853408,2.324135,-14.894794,-2.602812,4.376478,3.040980,-1.333233,3.253441,0.030461,-1.562679,3.300218,0.009209,-0.023137,-0.217699,0.919746,0.795509,0.013749,0.176233,0.236588,0.360730,-0.036815,0.062985
609,11.180000,9.622871,-9.497828,5.472687,21.553411,-1.813757,9.168042,-20.990732,0.626223,2.444025,-14.640643,-3.609795,5.121779,0.957800,2.688181,-0.652970,-0.618196,0.325178,4.302211,-0.145783,-0.034884,0.268842,1.299845,0.022950,-0.101810,0.054567,0.383398,0.167787,-0.096342,0.207723
610,11.200000,8.648669,-10.372517,3.798671,21.829943,-2.792510,9.679947,-17.267689,1.237535,3.206540,-13.563301,-5.383066,4.720815,0.166710,4.811895,-0.403032,0.571394,0.616316,4.160006,-0.091116,0.310960,0.359772,0.991532,-0.508820,-0.123918,-0.067739,0.262168,-0.109992,-0.015424,0.191077
611,11.220000,7.899064,-11.869473,0.788099,23.731136,-4.488664,9.471156,-13.489197,2.238075,4.084689,-13.162605,-6.756416,2.593561,0.511639,5.901398,-0.469833,2.442263,-1.074155,4.494820,-0.073945,0.667207,-0.058167,0.168899,-0.519517,-0.097056,-0.177122,0.072364,-0.164328,0.062351,-0.022089
612,11.240000,7.577935,-11.199685,1.814497,22.084921,-2.821124,8.633249,-14.128309,1.241771,3.147171,-13.144117,-4.558416,0.893084,-0.107768,4.845340,-0.402602,2.864562,-1.749695,5.558145,-0.034665,0.628105,-0.202632,-0.563676,-0.400093,0.010842,-0.118267,-0.061332,-0.021258,0.133569,-0.155026
613,11.260000,6.062056,-8.985809,1.243427,20.128120,0.207079,7.493331,-13.030839,-0.140455,1.924622,-14.323196,-1.727450,-0.315412,-0.356814,2.924214,-0.271327,1.948447,-1.788022,6.308244,0.009110,0.397696,-0.219572,-0.959719,-0.435993,0.032991,-0.019620,-0.185248,-0.070110,0.173725,-0.143190
614,11.280000,1.082386,-4.703191,0.319622,18.816534,2.149984,6.342338,-9.537380,-1.038870,1.926473,-15.401521,0.805989,-1.150514,-0.912390,2.025167,-0.206709,0.857982,-1.871678,6.572507,0.028905,0.200958,-0.374364,-1.081923,-0.776988,0.030550,0.021995,-0.250786,-0.217932,0.066137,-0.099458
615,11.300000,-5.078358,0.015484,1.030960,18.071726,3.113269,5.286011,-7.385042,-1.566117,2.481692,-17.490454,2.545977,-1.565815,-1.698679,2.327728,-0.187756,0.089759,-2.533960,6.779014,0.003991,0.021896,-0.559912,-1.185364,-1.166693,-0.003840,-0.020523,-0.297464,-0.315968,-0.010285,-0.093888
616,11.320000,-10.112616,3.514912,1.495033,18.495453,3.297274,4.643216,-5.948625,-1.618624,3.050261,-19.723783,3.639338,-1.858063,-2.342611,3.539733,-0.160261,-0.229812,-3.401429,6.796920,-0.037026,-0.080419,-0.740967,-1.343393,-1.542179,-0.020757,-0.048350,-0.356987,-0.436653,-0.008848,-0.134190
617,11.340000,-14.404785,6.203716,1.789187,19.373764,3.688623,4.293635,-4.703514,-1.819429,3.753769,-21.202091,4.894066,-2.109751,-2.818150,5.737448,-0.104023,-0.089731,-4.008300,6.672200,-0.039401,-0.086340,-0.866487,-1.487843,-1.816077,-0.009008,-0.029192,-0.405385,-0.500844,0.004902,-0.177037
618,11.360000,-18.387329,9.018958,2.416195,19.632950,4.610385,3.814319,-3.562332,-2.262448,4.377297,-21.508362,6.280802,-1.902174,-3.105702,8.634514,-0.067501,0.228693,-4.356104,6.423404,-0.019424,-0.042734,-0.946768,-1.447007,-1.903719,-0.000455,0.013187,-0.371355,-0.477527,0.003399,-0.194851
619,11.380000,-20.162205,11.072114,2.934990,20.203079,4.730465,3.659643,-3.265497,-2.246147,4.466446,-20.015244,7.940090,-0.981810,-2.595718,11.668222,0.008747,0.591403,-4.429564,6.034566,-0.007435,0.027504,-0.966078,-1.103827,-1.655452,-0.001955,0.042705,-0.248755,-0.382390,-0.004698,-0.179965
620,11.400000,-19.188511,10.730029,2.921820,20.816887,3.870243,3.771452,-3.183421,-1.724990,4.602825,-16.785076,8.107594,0.121612,-1.434333,14.647376,0.038992,0.723490,-4.102909,5.317640,-0.004434,0.054675,-0.894170,-0.642661,-1.160862,0.004463,0.036742,-0.125303,-0.244902,-0.017404,-0.151637
621,11.420000,-15.561635,7.490579,2.410157,20.628061,2.771137,3.891502,-3.309962,-1.137119,5.129883,-12.261774,6.865449,1.202654,0.084104,16.747194,0.020925,0.535803,-3.266307,3.915110,0.006167,0.031949,-0.696995,-0.150934,-0.449410,0.001758,0.036130,-0.017054,-0.055735,-0.037294,-0.102600
622,11.440000,-9.137872,1.790731,1.526043,19.496649,0.658049,4.099288,-3.740813,-0.094045,5.504545,-6.811240,4.566643,2.202256,1.642568,17.087139,-0.054428,0.252055,-1.951039,1.349856,0.024683,-0.020584,-0.372532,0.366255,0.239710,-0.011257,0.039454,0.100275,0.140435,-0.062559,-0.039505
623,11.460000,-1.390646,-2.239609,2.999321,13.863201,-6.990773,0.056641,-3.394749,0.905037,4.353405,0.630930,-12.624987,4.480056,2.232476,17.282104,-9.815058,0.912719,-0.030861,-1.570590,5.119854,0.098080,0.138884,0.962922,0.375017,-0.019862,0.058339,0.257267,0.143560,-0.068107,0.111746
624,11.480000,0.641630,-2.254703,3.071874,2.902025,-14.382556,-3.138651,0.123846,7.543544,3.404066,6.587235,-26.445181,5.754068,1.790683,20.295889,-17.268375,2.684270,1.224741,-4.535145,1.804776,0.468192,0.350002,1.338517,-0.280433,0.018344,-0.033206,0.356359,-0.064926,0.114175,0.232463
625,11.500000,1.037486,-0.879657,0.685710,-0.223204,-19.313784,-5.192989,0.429642,10.514947,1.982278,4.447131,-29.524889,4.060390,3.246994,18.934317,-11.514753,3.949263,0.502603,-4.386496,-1.837253,0.791866,0.179082,0.572175,-0.218564,-0.000102,0.024214,0.163494,-0.183817,0.169421,0.069451
626,11.520000,3.295282,-1.023456,0.461383,2.016874,-19.644249,-3.462121,0.581454,11.456899,0.243366,5.309270,-25.407495,2.947456,4.009931,14.042956,-11.851887,4.273108,-0.731261,-2.890654,-3.355493,1.106394,0.037566,0.167413,0.256544,-0.104102,-0.024193,-0.035876,-0.093906,0.127731,-0.069655
627,11.540000,3.648860,-1.213641,-0.575608,3.639267,-20.342485,-3.579690,-0.134728,13.059384,-0.177252,4.299730,-22.084534,1.960995,3.787578,7.119692,-11.176806,3.865904,-1.205360,-1.155609,-4.157136,1.041392,-0.160610,-0.044316,0.674608,0.016051,-0.027879,-0.046477,0.073584,0.134729,-0.086157
628,11.560000,-1.518216,0.673401,-1.137142,4.019931,-24.038691,-4.086238,-1.562773,15.458768,2.264411,-1.050116,-17.640049,1.659948,2.830284,-0.585922,-7.505954,3.199164,-0.534223,0.288894,-5.642105,0.834240,0.027200,0.251516,0.805653,0.051974,-0.031997,0.142941,0.150960,0.032562,0.006140
629,11.580000,-4.815201,3.980424,-2.120209,2.239756,-23.479113,-4.593757,-0.988946,14.600680,2.352470,-3.438919,-13.146040,0.927968,2.718620,-0.368698,-3.840787,2.048411,-0.626350,0.156668,-6.260439,0.411423,-0.242762,0.271305,0.554091,0.159948,0.150426,0.166180,0.094585,0.020021,0.049730
630,11.600000,-8.766980,8.121013,-1.792913,0.024693,-20.879164,-5.292379,-0.103153,12.518658,1.792128,-5.432968,-8.795307,0.109662,2.078720,-0.161456,0.817342,0.974347,-0.943972,-0.031134,-6.876770,0.172151,-0.432544,-0.246643,0.097920,0.122012,0.140858,0.026605,-0.015404,0.047050,0.024575
631,11.620000,-9.586912,9.267799,-1.705575,-0.246664,-19.272070,-6.174786,0.038738,11.694016,1.097220,-4.940203,-6.900994,-0.448321,1.330150,-0.136760,4.927195,0.515229,-0.981486,-0.090320,-7.245214,-0.007186,-0.361491,-0.716266,-0.253942,0.018536,0.074236,-0.164343,-0.087048,0.060306,-0.014330
632,11.640000,-8.130496,8.610356,-2.182618,-0.471125,-19.619556,-6.602198,0.213727,12.108047,0.296656,-2.504566,-6.725858,-1.009320,0.885005,-0.074803,7.112932,0.752345,-0.926903,-0.101120,-7.874314,-0.002427,-0.196703,-0.938954,-0.466186,-0.044400,0.008204,-0.256188,-0.111362,0.052732,-0.047011
633,11.660000,-5.460280,7.046832,-2.313309,-0.845942,-20.278725,-6.487996,0.341573,11.175073,-0.646377,-0.258882,-6.578903,-1.739135,0.933425,-0.049472,7.776979,1.366373,-0.892373,-0.077874,-7.979492,0.185015,-0.092009,-1.253875,-0.407506,-0.052918,-0.048696,-0.364403,-0.064421,0.063918,-0.105214
634,11.680000,-2.934404,4.177121,-2.559266,-0.977900,-21.161703,-6.034783,0.503738,10.312528,-0.841178,1.320857,-8.121179,-2.428396,0.742832,-0.079209,7.486467,1.792249,-0.879400,-0.065576,-8.011125,0.327073,-0.090004,-1.540156,-0.401845,-0.039981,-0.040649,-0.405537,-0.061580,0.106643,-0.108882
635,11.700000,-0.731270,0.651365,-2.862607,-0.894430,-21.089638,-5.856406,0.470346,9.507615,-0.315685,2.226883,-10.302437,-2.680789,0.449170,-0.146909,6.923818,1.875532,-0.938149,-0.058556,-7.939126,0.358738,-0.165838,-1.650227,-0.506522,-0.017183,-0.020331,-0.412420,-0.097604,0.117938,-0.099691
636,11.720000,0.522442,-2.411012,-2.690591,-1.514259,-20.913990,-6.145374,0.757534,8.368225,0.748987,2.896943,-12.587762,-2.439195,0.253419,-0.206049,6.796192,1.928578,-0.998111,-0.064966,-7.986011,0.363314,-0.222249,-1.500510,-0.675335,-0.018975,-0.011018,-0.370111,-0.145662,0.101199,-0.106880
637,11.740000,1.444805,-5.295702,-2.015532,-2.606560,-20.512102,-6.797363,1.295385,6.803740,2.038788,3.604610,-14.514403,-1.900300,-0.000222,-0.238661,7.405694,1.964940,-1.053329,-0.075710,-7.866245,0.354064,-0.231945,-1.261839,-0.844189,-0.023934,-0.018649,-0.325526,-0.186634,0.078615,-0.090590
638,11.760000,2.733864,-8.253964,-1.211376,-3.218406,-20.592480,-7.280039,1.483787,5.214441,3.123316,4.411189,-15.864618,-1.223419,-0.276104,-0.244057,8.826047,2.051501,-1.192859,-0.068683,-7.585734,0.307326,-0.243467,-1.037467,-0.970255,-0.013274,-0.031746,-0.270595,-0.214463,0.070170,-0.049533
639,11.780000,4.232737,-10.863363,-0.946354,-1.964451,-21.729933,-7.040007,0.861085,3.856812,3.702788,4.944184,-15.882016,-0.945296,-0.409902,-0.261164,10.815116,2.320747,-1.325237,-0.044535,-6.510283,0.329739,-0.251791,-0.910638,-1.036888,-0.000426,-0.062177,-0.217054,-0.226037,0.088558,-0.039491
640,11.800000,4.933749,-11.322033,-1.111235,-0.710593,-22.833645,-6.310059,0.352704,4.125895,3.650958,5.962986,-14.047636,-0.716913,-0.078938,-0.257605,12.872514,2.495280,-1.487362,-0.038536,-5.250509,0.343996,-0.320041,-0.787797,-0.800949,0.017920,-0.067696,-0.198939,-0.196122,0.082596,-0.015537
641,11.820000,4.340806,-9.432968,-1.579265,0.797622,-23.197168,-5.067073,-0.222095,4.302640,3.053746,5.780595,-10.396793,-0.455466,0.973528,-0.253277,15.551022,2.420013,-1.601199,-0.041192,-3.279243,0.379465,-0.373373,-0.672329,-0.286365,0.037693,-0.062398,-0.196353,-0.087314,0.053918,-0.013047
642,11.840000,2.913080,-6.318882,-4.483319,7.285948,-18.176361,-1.818821,-3.812850,2.757180,2.033348,-7.482708,-1.516762,-0.615825,3.150753,-4.492838,19.038614,1.876389,-2.329652,-1.245677,-0.956077,0.292477,-0.578051,-0.707656,0.510645,0.054287,-0.038897,-0.171138,0.101031,0.016518,-0.057308
643,11.860000,8.695920,-6.407062,-5.382047,17.716324,-7.013237,7.539055,-10.716588,0.620959,1.291122,-27.426825,5.998406,0.186113,6.505502,-8.385118,21.584518,1.371933,-3.705714,1.056282,3.172857,0.193058,-0.718516,-1.038684,1.100486,0.062124,0.039630,-0.269415,0.170503,0.068630,-0.147372
644,11.880000,12.037184,-8.743139,-2.505289,20.413107,-5.343905,8.232952,-15.566902,0.632884,1.269178,-19.312481,2.584371,3.493159,6.756288,-5.944389,15.798592,1.507143,-3.426737,2.255930,2.922209,0.309527,-0.549806,-0.090654,1.459886,0.031121,0.066210,-0.202225,0.301244,0.128673,-0.204650
645,11.900000,10.521522,-9.305088,2.063998,20.477634,-4.490800,7.800687,-18.259911,0.924433,2.120820,-14.332354,-2.362190,4.420844,3.493149,-1.948780,5.398024,0.279006,-1.716377,3.421022,0.119811,0.030172,-0.263723,0.874061,0.918288,0.012914,0.181571,0.216004,0.381899,-0.019396,0.032272
646,11.920000,9.800949,-9.760036,4.992368,21.111202,-2.052157,8.963501,-20.512053,0.733774,2.459880,-13.935751,-3.840923,4.791626,1.126231,2.217968,-0.640907,-0.629851,0.167291,4.447466,-0.170802,-0.072341,0.209930,1.244317,0.081133,-0.093586,0.073496,0.379751,0.198601,-0.105761,0.192912
647,11.940000,9.055477,-10.230673,4.258983,21.675177,-2.468798,9.771014,-18.057907,1.032017,2.988754,-13.016739,-5.017408,4.837652,0.350124,4.685805,-0.429979,0.202425,0.915669,4.402925,-0.095302,0.235713,0.431628,1.028919,-0.413410,-0.127015,-0.056424,0.283697,-0.059075,-0.029900,0.206458
648,11.960000,8.210233,-11.842481,0.835462,23.432302,-4.264597,9.555106,-13.330107,2.147682,4.011099,-12.086017,-6.885622,2.878620,0.671577,6.178666,-0.478499,2.150181,-0.712086,4.519755,-0.077977,0.629064,0.018007,0.250895,-0.493555,-0.100082,-0.160167,0.071446,-0.172332,0.053389,0.019087
649,11.980000,8.123203,-11.518606,1.487680,22.379251,-3.005845,8.815888,-13.704106,1.341908,3.179461,-11.996417,-4.939180,1.032511,0.157466,5.545118,-0.429667,2.849100,-1.660452,5.569124,-0.038751,0.643343,-0.186934,-0.515219,-0.329833,0.001411,-0.131121,-0.057478,-0.014928,0.119116,-0.136792
650,12.000000,7.219221,-9.707014,1.273301,20.308018,0.055243,7.686274,-13.217927,-0.100828,1.784768,-12.995054,-2.153123,-0.251255,-0.134450,3.597751,-0.300157,2.138962,-1.901457,6.341026,0.005670,0.437169,-0.237301,-0.960406,-0.344674,0.033379,-0.031381,-0.181345,-0.034353,0.173994,-0.145564
651,12.020000,2.355291,-5.429983,0.296448,18.959358,1.958442,6.371616,-9.629158,-0.964754,1.642421,-13.909019,0.363475,-1.124287,-0.755592,2.681988,-0.228843,1.071199,-1.986821,6.786101,0.030376,0.241478,-0.386315,-1.088476,-0.687968,0.029878,0.025756,-0.246903,-0.186212,0.087243,-0.106405
652,12.040000,-3.815225,-0.620984,0.986121,18.107012,3.003935,5.292347,-7.425314,-1.511714,2.136459,-15.907723,2.256660,-1.567821,-1.616159,2.824687,-0.204185,0.244440,-2.501992,7.029195,0.011036,0.057710,-0.553012,-1.180426,-1.109227,-0.004677,-0.011071,-0.288249,-0.297091,-0.001136,-0.094392
653,12.060000,-8.954302,2.988866,1.503120,18.460573,3.196934,4.684569,-6.056978,-1.562338,2.692544,-18.292887,3.403562,-1.862922,-2.299008,3.793034,-0.178621,-0.197639,-3.299966,6.871612,-0.031440,-0.069991,-0.717622,-1.335017,-1.513341,-0.025569,-0.046180,-0.348557,-0.430241,-0.007172,-0.128255
654,12.080000,-13.268081,5.735461,1.857628,19.462540,3.449805,4.364695,-4.923708,-1.701970,3.315148,-19.930717,4.711277,-2.148842,-2.885165,5.751062,-0.114195,-0.138366,-3.864906,6.776677,-0.039079,-0.092969,-0.830447,-1.500960,-1.840801,-0.012846,-0.031568,-0.414422,-0.515330,0.002465,-0.169160
655,12.100000,-17.503839,8.693956,2.455494,19.965799,4.262448,3.858586,-3.743611,-2.129810,3.874989,-20.610924,6.112358,-2.164498,-3.400539,8.528263,-0.064277,0.165933,-4.229887,6.626441,-0.022920,-0.051720,-0.908227,-1.550364,-2.030315,0.000786,0.004614,-0.412226,-0.525084,0.008624,-0.190701
